Title,URL,Score:viral,Score:educational,Score:controversial,Score:community,Score:evergreen,Score:hype,Published at,Positive interestingness,Positive negative coefficient,Total interestingness,Views,Likes,Dislikes,Comments,Total reaction,Global buzz index
SHARK MURDER and MORE. IMG! episode 8,https://www.youtube.com/watch?v=6n8L0I-CmtQ,0.003878,0.003682,0.001744,0.501056,0.625339,172.071058,2010-10-12 23:01:00,0.0049,4867.0000,0.0073,983438,4867,0,2280,7147,7028631386
Star Size Comparison 1 (HD),https://www.youtube.com/watch?v=HEheh1BH34Q,0.021359,0.004022,0.000101,0.500582,10.863949,2991.458339,2009-02-09 01:29:11,0.0061,115260.0000,0.0073,18924560,115260,0,22194,137454,2601256470240
Fun GEEKY Games -- and more! [DONG],https://www.youtube.com/watch?v=WVt_LIbIN7M,0.004670,0.004040,0.001027,0.500493,0.966014,266.393601,2011-08-27 20:36:17,0.0062,8846.0000,0.0073,1437567,8846,0,1579,10425,14986635975
MAKE Harry & Hermione KISS .. and other fun free games :),https://www.youtube.com/watch?v=SXV2lc0qqnM,0.004701,0.004062,0.001006,0.500403,0.926145,257.324718,2011-02-03 00:12:02,0.0063,9056.0000,0.0072,1441598,9056,0,1320,10376,14958020848
LICK DOOR KNOBS! ... IMG! #36,https://www.youtube.com/watch?v=xPp9rvLvdxI,0.005147,0.003965,0.000784,0.500577,1.320949,367.089545,2011-06-09 15:37:42,0.0060,11978.0000,0.0072,2010039,11978,0,2487,14465,29075214135
SPOOKED DOG! And More ... IMG! #29,https://www.youtube.com/watch?v=YXoYccEo1XM,0.004156,0.004033,0.001544,0.500372,0.577675,161.518491,2011-03-24 19:57:12,0.0062,5587.0000,0.0072,896820,5587,0,827,6414,5752203480
Sexy Storm Troopers AND Tron Dogs: IMG! episode 10,https://www.youtube.com/watch?v=xLptmqmMWtU,0.004183,0.003906,0.001419,0.500572,0.660341,185.110729,2010-10-28 22:28:58,0.0058,6148.0000,0.0071,1055006,6148,0,1378,7526,7939975156
What IS THIS???? Mind Blow #13,https://www.youtube.com/watch?v=o7tpBXOLV1E,0.003898,0.003342,0.001611,0.501491,0.863018,242.253627,2011-03-18 20:42:43,0.0040,5325.0000,0.0071,1346542,5325,0,4268,9593,12917377406
LEANBACK #6 -- Part 7,https://www.youtube.com/watch?v=1rG7zunmuTA,0.003061,0.003709,0.013755,0.499829,0.055429,15.568012,2011-06-18 19:05:01,0.0052,442.0000,0.0071,85102,442,0,163,605,51486710
MAKE YOUR CAT A DJ -- and more! LÜT #18,https://www.youtube.com/watch?v=Y45aema4iyM,0.005046,0.004031,0.000815,0.500360,1.206710,340.381107,2011-10-01 23:42:26,0.0063,11466.0000,0.0071,1824876,11466,0,1472,12938,23610245688
BRAIN CANDY 7,https://www.youtube.com/watch?v=uC6F8UV_7tY,0.003311,0.003918,0.008907,0.499902,0.082969,23.429105,2011-10-23 22:03:10,0.0059,741.0000,0.0071,125096,741,0,144,885,110709960
Temperature! Leanback #3 -- Part 6,https://www.youtube.com/watch?v=TRtk5oVtBDs,0.003307,0.003922,0.009556,0.499826,0.073575,20.805895,2011-05-04 20:12:20,0.0059,682.0000,0.0071,114670,682,0,128,810,92882700
Top 4 WORST Video Games Coming out this Fall :),https://www.youtube.com/watch?v=j4NjpN10P4Q,0.003253,0.003712,0.005026,0.500539,0.169341,48.068588,2010-10-20 19:59:12,0.0053,1447.0000,0.0070,274348,1447,0,485,1932,530040336
Amazing Pendulum Wave Effect!,https://www.youtube.com/watch?v=7_AiV12XBbI,0.009815,0.004130,0.000240,0.500176,4.294469,1219.944020,2011-05-18 20:11:21,0.0067,44703.0000,0.0070,6706544,44703,0,2513,47216,316656181504
BEST CONSOLE MODS and other WTFs --- #8,https://www.youtube.com/watch?v=-FbRbTWf5JM,0.003846,0.003813,0.001891,0.500557,0.493772,141.164228,2011-03-14 23:21:35,0.0057,4441.0000,0.0070,785196,4441,0,1051,5492,4312296432
Best Math Card Trick Revealed,https://www.youtube.com/watch?v=POQTbs2YfFs,0.005021,0.003946,0.000816,0.500392,1.038139,297.166799,2009-03-06 01:53:43,0.0061,11450.0000,0.0070,1872502,11450,0,1632,13082,24496071164
Andy Nicolai - Magic Guitar,https://www.youtube.com/watch?v=rKvXvkV16-U,0.003615,0.004012,0.003632,0.500063,0.210163,60.393577,2011-05-30 01:09:19,0.0064,2106.0000,0.0070,331332,2106,0,199,2305,763720260
Stuffed GIRL'S HEAD? -- Mind Blow #14,https://www.youtube.com/watch?v=sd-Ti6QFeaU,0.003695,0.003378,0.001833,0.501217,0.671937,194.007433,2011-04-01 20:15:42,0.0043,4599.0000,0.0069,1075658,4599,0,2851,7450,8013652100
SURPRISE 4,https://www.youtube.com/watch?v=r4zJlkbezd0,0.003544,0.004006,0.004471,0.499973,0.174428,50.384478,2012-04-17 16:17:20,0.0064,1657.0000,0.0069,260114,1657,0,143,1800,468205200
10 BAD@SS Online Games!,https://www.youtube.com/watch?v=vm60AJRhd1E,0.003623,0.003391,0.001955,0.501161,0.603734,174.978522,2011-01-12 22:11:44,0.0043,4275.0000,0.0069,983963,4275,0,2514,6789,6680124807
Homemade FLAMETHROWER: Mind Blow 6,https://www.youtube.com/watch?v=mF7PXstubvs,0.003732,0.003630,0.001915,0.500702,0.510721,149.379886,2011-01-07 22:32:39,0.0052,4376.0000,0.0068,840758,4376,0,1372,5748,4832676984
DOUBLE PUPILS and more! IMG #45,https://www.youtube.com/watch?v=HiS1-l2xadg,0.010971,0.003856,0.000221,0.500422,5.276503,1545.378511,2011-12-07 22:33:59,0.0060,48789.0000,0.0068,8181729,48789,0,7081,55870,457113199230
What IS THIS??? IMG! 15,https://www.youtube.com/watch?v=e1-qBvAU0tY,0.006066,0.003873,0.000537,0.500366,1.823632,534.846009,2010-12-06 20:29:33,0.0060,18263.0000,0.0068,3027446,18263,0,2381,20644,62498595224
NERD WARS: Catwoman Vs Samus?,https://www.youtube.com/watch?v=1oUqQRHcOlo,0.002818,0.002953,0.004250,0.501626,0.348342,102.379534,2010-09-03 20:36:24,0.0030,1757.0000,0.0068,589133,1757,0,2251,4008,2361245064
Cool Things To Know - Part 4,https://www.youtube.com/watch?v=x5IFCN1KeMc,0.003180,0.003727,0.007682,0.500046,0.099018,29.125025,2011-07-16 21:05:52,0.0056,882.0000,0.0068,158393,882,0,194,1076,170430868
LEANBACK #6 -- Part 6,https://www.youtube.com/watch?v=gFh0ZWSdt3w,0.003023,0.003633,0.012795,0.499733,0.057075,16.778119,2011-06-18 19:05:41,0.0053,482.0000,0.0068,91717,482,0,141,623,57139691
IMPOSSIBLE Waterfall!: Mind Blow 11,https://www.youtube.com/watch?v=4QLtftU7xtQ,0.005087,0.003313,0.000854,0.501238,1.569714,463.321276,2011-02-25 21:37:35,0.0042,10877.0000,0.0068,2585036,10877,0,6638,17515,45276905540
12 MORE Amazing Free Games! -- DONG!,https://www.youtube.com/watch?v=J2I2vQQwiyE,0.004688,0.003574,0.000949,0.500757,1.161421,344.916436,2011-06-05 18:22:07,0.0051,9672.0000,0.0067,1889968,9672,0,3055,12727,24053622736
Cool Things To Know - Part 2,https://www.youtube.com/watch?v=o-5ngj81JvU,0.003325,0.003771,0.004953,0.500099,0.155837,46.534791,2011-07-16 21:04:24,0.0058,1472.0000,0.0067,253074,1472,0,222,1694,428707356
Awesome Atmosphere SCIENCE!,https://www.youtube.com/watch?v=Wa1eWChj-o4,0.003451,0.003770,0.003447,0.500213,0.234497,70.071151,2011-05-27 22:11:55,0.0058,2237.0000,0.0067,384574,2237,0,336,2573,989508902
BRAIN CANDY 5,https://www.youtube.com/watch?v=Nj3W8wYLKy4,0.003199,0.003735,0.007530,0.499934,0.099076,29.634552,2011-10-23 22:03:15,0.0057,903.0000,0.0067,158229,903,0,154,1057,167248053
What Is He Doing??? ... LÜT #4,https://www.youtube.com/watch?v=8AbHHs6YMCU,0.003987,0.003303,0.001422,0.501115,0.852668,255.572924,2011-01-27 23:29:28,0.0043,6133.0000,0.0067,1433325,6133,0,3430,9563,13706886975
"5 AMAZING Experiments and ""Sauciest of the Week"" !",https://www.youtube.com/watch?v=UIcGn4RcvlU,0.003455,0.003722,0.003152,0.500274,0.262976,79.080492,2011-05-13 20:30:14,0.0057,2479.0000,0.0066,435133,2479,0,414,2893,1258839769
BUBBLE FAIL !! Best Images of the Week #37,https://www.youtube.com/watch?v=KOFqBrwld3c,0.005477,0.003771,0.000654,0.500347,1.518028,457.454928,2011-06-21 22:08:19,0.0059,14679.0000,0.0066,2499231,14679,0,1907,16586,41452245366
HOT SPIDER COSPLAY .... AND MORE! IMG! #25,https://www.youtube.com/watch?v=STsjV5_ZqWw,0.003728,0.003697,0.001985,0.500373,0.442210,133.497619,2011-02-21 22:33:46,0.0056,4203.0000,0.0066,745360,4203,0,734,4937,3679842320
Star Wars Swimsuits .. and more! LÜT Episode 1,https://www.youtube.com/watch?v=OSfu9kYBTC4,0.004465,0.003801,0.001072,0.500249,0.823430,249.005869,2010-12-20 18:07:30,0.0060,8432.0000,0.0066,1406013,8432,0,866,9298,13073108874
Fuzzy Pancakes and More! LÜT #19,https://www.youtube.com/watch?v=OYx1wPSXkUw,0.005141,0.003735,0.000747,0.500357,1.348617,409.260787,2011-11-01 23:41:17,0.0058,12647.0000,0.0066,2181472,12647,0,1729,14376,31360841472
"Beer Bath !!! -- Best Images of the Week, IMG! #30",https://www.youtube.com/watch?v=vhVHxojwFgU,0.003980,0.003499,0.001426,0.500658,0.713759,218.207379,2011-04-12 21:03:53,0.0051,6111.0000,0.0065,1207425,6111,0,1787,7898,9536242650
10 AMAZING Flash Games - DONG!,https://www.youtube.com/watch?v=isEwaLUiLP4,0.005616,0.003708,0.000619,0.500333,1.584214,486.312297,2011-03-29 17:08:40,0.0058,15604.0000,0.0065,2697840,15604,0,1972,17576,47417235840
LEANBACK #5 -- Part 2,https://www.youtube.com/watch?v=78Ri_KEj8a0,0.003143,0.003712,0.010558,0.499517,0.061767,18.988636,2011-05-27 22:12:46,0.0058,606.0000,0.0065,104216,606,0,71,677,70554232
Human Cow BREAST MILK??? -- Mind Blow #18,https://www.youtube.com/watch?v=VeMNvRYstxQ,0.004051,0.003147,0.001352,0.501185,0.971953,300.094770,2011-06-11 17:50:03,0.0040,6493.0000,0.0065,1642574,6493,0,4146,10639,17475344786
"NERD WARS: Blizzcon Kerrigan, Lich King, Diablo and Deathwing 1/2",https://www.youtube.com/watch?v=F3WMSWJ64Eg,0.002702,0.003251,0.012027,0.500121,0.068528,21.147760,2010-10-29 21:06:08,0.0043,519.0000,0.0065,120508,519,0,261,780,93996240
Microwave Plasma 2,https://www.youtube.com/watch?v=A7RFyh5ABcQ,0.003593,0.003562,0.002127,0.500419,0.335459,103.837064,2007-05-03 05:29:23,0.0054,3885.0000,0.0065,724163,3885,0,793,4678,3387634514
COW FART in a Jar ??!!?  And Other Pranks -- LÜT #8,https://www.youtube.com/watch?v=YEaEp7XyKog,0.004442,0.003632,0.001050,0.500366,0.894961,277.636941,2011-03-22 19:55:57,0.0056,8634.0000,0.0064,1542115,8634,0,1307,9941,15330165215
SURPRISE 8,https://www.youtube.com/watch?v=3A9maO8wVMw,0.003224,0.003613,0.004641,0.500113,0.177431,55.275644,2012-04-17 16:18:27,0.0056,1587.0000,0.0064,285365,1587,0,244,1831,522503315
Cool Experiments -- THE END!,https://www.youtube.com/watch?v=vro3_hl8GzY,0.003072,0.003484,0.005387,0.500266,0.154553,48.150700,2011-08-24 19:36:15,0.0051,1335.0000,0.0064,259987,1335,0,333,1668,433658316
9 More Video Game WTFs [CONTINUED],https://www.youtube.com/watch?v=VuFSLaQapbU,0.005126,0.003597,0.000745,0.500386,1.258406,393.739883,2010-07-10 22:16:13,0.0055,12674.0000,0.0064,2287366,12674,0,1946,14620,33441290920
Try this bizarre audio illusion! 👁️👂😮 - BBC,https://www.youtube.com/watch?v=G-lN8vWm3m0,0.008448,0.003628,0.000321,0.500351,3.217283,1008.049126,2010-11-10 11:23:03,0.0057,32392.0000,0.0064,5732560,32392,0,4199,36591,209760102960
Vsauce Leanback #4 -- Part 3,https://www.youtube.com/watch?v=nJQYtf87WHg,0.003039,0.003582,0.010056,0.499644,0.067334,21.140166,2011-05-13 20:15:24,0.0055,642.0000,0.0064,116322,642,0,98,740,86078280
WHACK REBECCA BLACK! .. and more: DONG!,https://www.youtube.com/watch?v=Gp_pB9UCnIQ,0.004161,0.003513,0.001231,0.500453,0.782785,246.669287,2011-04-26 20:47:56,0.0053,7219.0000,0.0063,1361465,7219,0,1421,8640,11763057600
SURPRISE 5,https://www.youtube.com/watch?v=vvpf87-7B3M,0.003255,0.003664,0.004973,0.499875,0.152443,48.432163,2012-04-17 16:17:41,0.0059,1465.0000,0.0063,250035,1465,0,108,1573,393305055
BEST IMAGES OF THE WEEK: IMG! episode 2,https://www.youtube.com/watch?v=XjQoend23TM,0.004472,0.003542,0.001009,0.500341,0.896988,286.058117,2010-08-28 20:50:21,0.0055,9027.0000,0.0063,1647807,9027,0,1306,10333,17026789731
Comic-Con 2010 Stand-up Comedy FOR NERDS BY NERDS -- Cross Platform Comedy Will There !!,https://www.youtube.com/watch?v=qs0QujceVEI,0.003153,0.003558,0.005223,0.500003,0.134771,42.990501,2010-07-06 16:10:44,0.0055,1384.0000,0.0063,249929,1384,0,182,1566,391388814
Mind Blowing WATCHES ... and more! LÜT #17,https://www.youtube.com/watch?v=Kob0wwKtyC8,0.005091,0.003615,0.000744,0.500232,1.289741,411.720347,2011-08-30 22:19:08,0.0057,12708.0000,0.0063,2220544,12708,0,1203,13911,30889987584
Cool Things To Know - Part 6,https://www.youtube.com/watch?v=QM5C0kUdi2A,0.003093,0.003587,0.007690,0.499737,0.089825,28.702662,2011-07-16 21:07:14,0.0056,881.0000,0.0063,156096,881,0,95,976,152349696
12 BEST Kinect HACKS,https://www.youtube.com/watch?v=ho8KVOe_y08,0.004854,0.003242,0.000872,0.500818,1.301202,417.047024,2010-12-12 20:59:02,0.0045,10633.0000,0.0062,2358145,10633,0,4081,14714,34697745530
BRAIN CANDY 4,https://www.youtube.com/watch?v=K2LsaGdjUZE,0.002996,0.003457,0.006961,0.500000,0.110688,35.476278,2011-10-23 22:02:11,0.0052,990.0000,0.0062,189420,990,0,191,1181,223705020
SOAP FOR ADULTS ... LÜT #16,https://www.youtube.com/watch?v=t1g0uoBlQ68,0.005605,0.003564,0.000615,0.500278,1.611517,518.198000,2011-08-08 20:46:11,0.0056,15714.0000,0.0062,2806247,15714,0,1739,17453,48977428891
'Sunrise on Midsummer's Day at Stonehenge' - A History of Ancient Britain - Ep3 - Preview - BBC,https://www.youtube.com/watch?v=BTgl1WoJoVY,0.002539,0.003045,0.011817,0.500183,0.074797,24.218141,2011-02-23 10:52:35,0.0039,530.0000,0.0062,135181,530,0,304,834,112740954
Craziest Xbox Game? 10 MORE WTFs,https://www.youtube.com/watch?v=Tpyyr9e169Q,0.003407,0.003560,0.002796,0.500084,0.275427,89.329730,2010-12-28 17:54:10,0.0056,2843.0000,0.0062,503687,2843,0,262,3105,1563948135
How To SLEEP With Mario!! -- Mind Blow 10,https://www.youtube.com/watch?v=E-QQgIX6xr4,0.003572,0.003069,0.001776,0.500973,0.656507,213.004785,2011-02-18 21:05:57,0.0040,4768.0000,0.0062,1189926,4768,0,2566,7334,8726917284
BEST IMAGES OF THE WEEK: IMG episode 1,https://www.youtube.com/watch?v=OpYF-R8IE8k,0.004851,0.003475,0.000827,0.500350,1.120205,363.901982,2010-08-10 20:32:18,0.0054,11288.0000,0.0062,2102773,11288,0,1657,12945,27220396485
Best Hoodie EVER... and more: LÜT 2,https://www.youtube.com/watch?v=kpYYCGXEGmY,0.004155,0.003223,0.001191,0.500686,0.883357,289.860497,2011-01-03 18:26:34,0.0046,7493.0000,0.0061,1632637,7493,0,2457,9950,16244738150
SURPRISE 6,https://www.youtube.com/watch?v=ZaELMWMtDAM,0.003097,0.003476,0.005121,0.499970,0.153508,50.439107,2012-04-17 16:17:58,0.0054,1416.0000,0.0061,260396,1416,0,168,1584,412467264
Insane FAKE FACE -- LÜT episode 3,https://www.youtube.com/watch?v=2_hf8Vy-4sQ,0.004204,0.003200,0.001157,0.500704,0.920908,303.332542,2011-01-11 22:02:42,0.0045,7736.0000,0.0061,1706046,7736,0,2622,10358,17671224468
Make Strippers HOTTER and More! VSAUCE WTFs,https://www.youtube.com/watch?v=DS7Si3EJ9gE,0.003965,0.003290,0.001323,0.500451,0.712352,238.185617,2010-11-28 00:14:14,0.0049,6655.0000,0.0060,1350334,6655,0,1421,8076,10905297384
BRAIN CANDY 6,https://www.youtube.com/watch?v=7Q2VrVIDPxw,0.002769,0.003236,0.009042,0.499889,0.084655,28.483285,2011-10-23 22:02:56,0.0048,728.0000,0.0059,152082,728,0,175,903,137330046
Cool Experiments -- 7,https://www.youtube.com/watch?v=nph5n0acXmg,0.002948,0.003290,0.005155,0.500127,0.155479,52.356687,2011-08-24 19:36:04,0.0050,1405.0000,0.0059,282697,1405,0,273,1678,474365566
WEIRDEST TAN LINES EVER! IMG! #24,https://www.youtube.com/watch?v=xWCsRKbXJYE,0.005292,0.003364,0.000687,0.500320,1.410514,475.483193,2011-02-15 02:25:22,0.0052,13879.0000,0.0059,2658027,13879,0,1890,15769,41914427763
FRENCH KISS A ROBOT!  Mind Blow #16,https://www.youtube.com/watch?v=JVwYB0PY37k,0.004993,0.002921,0.000879,0.501040,1.510344,509.784907,2011-05-06 22:04:02,0.0037,10531.0000,0.0059,2808579,10531,0,6110,16641,46737563139
Temperature! Leanback #3 -- Part 2,https://www.youtube.com/watch?v=Mp5nyFaeJ8w,0.002919,0.003360,0.007384,0.499802,0.094894,32.073777,2011-05-04 20:13:06,0.0052,924.0000,0.0059,176772,924,0,121,1045,184726740
LEANBACK #6 -- Part 2,https://www.youtube.com/watch?v=XYp1PVtWZwU,0.002848,0.003310,0.008566,0.499768,0.082595,27.978237,2011-06-18 19:08:31,0.0051,776.0000,0.0059,152942,776,0,126,902,137953684
Amazing Fire Trick!,https://www.youtube.com/watch?v=7hG7Mbkj2AQ,0.007985,0.003395,0.000352,0.500251,2.715507,920.863537,2010-04-03 21:25:08,0.0054,29167.0000,0.0059,5439880,29167,0,2915,32082,174522230160
HIDDEN RAGE FACE? ... and more! IMG! #35,https://www.youtube.com/watch?v=z4RLbtgaWbQ,0.007466,0.003343,0.000395,0.500326,2.657375,902.759541,2011-05-31 21:39:05,0.0052,25730.0000,0.0059,4951057,25730,0,3417,29147,144308458379
"Cosplay, ILLUSIONS, and Pacman: IMG! 7",https://www.youtube.com/watch?v=uMEcl7AlFl4,0.003535,0.003279,0.001869,0.500332,0.462932,157.443249,2010-10-04 22:53:45,0.0050,4500.0000,0.0059,901096,4500,0,798,5298,4774006608
Cool Things To Know - Part 5,https://www.youtube.com/watch?v=KWn-NRQY6ME,0.002880,0.003327,0.007920,0.499748,0.088445,30.215242,2011-07-16 21:06:39,0.0052,851.0000,0.0058,164322,851,0,110,961,157913442
CREEPY WOODY !!!  -- IMG! #31,https://www.youtube.com/watch?v=FqsIQk0pT0M,0.005168,0.003339,0.000712,0.500253,1.341029,460.367508,2011-04-21 00:39:04,0.0052,13338.0000,0.0058,2543638,13338,0,1480,14818,37691627884
Fries Grease Painting - Goodbye Art,https://www.youtube.com/watch?v=C_zkK3YnJV8,0.003083,0.003278,0.003602,0.500142,0.179655,61.761181,2007-10-22 07:38:11,0.0051,2126.0000,0.0058,420096,2126,0,317,2443,1026294528
Paper Clip FAIL!!! -- LÜT #11,https://www.youtube.com/watch?v=1HfRVY0lJLQ,0.004493,0.003360,0.000949,0.500186,0.955899,329.139891,2011-05-09 22:15:11,0.0053,9664.0000,0.0058,1812354,9664,0,862,10526,19076838204
BEST IMAGES OF THE WEEK:  IMG! Episode 23,https://www.youtube.com/watch?v=yS-dq_vU9OU,0.004008,0.003271,0.001257,0.500308,0.724538,249.770423,2011-02-09 23:17:29,0.0050,7047.0000,0.0058,1397538,7047,0,1060,8107,11329840566
Too HOT for Disney? ... and Mario Goes Crazy! IMG! #26,https://www.youtube.com/watch?v=GRy43ljtqXE,0.006784,0.003321,0.000452,0.500273,2.210960,762.346417,2011-02-28 22:48:53,0.0052,22147.0000,0.0058,4251080,22147,0,2510,24657,104818879560
Best Doorstop EVER? -- LÜT #15,https://www.youtube.com/watch?v=R4sYp1FPw-0,0.004107,0.003286,0.001174,0.500238,0.780992,271.605061,2011-07-07 16:48:16,0.0051,7610.0000,0.0058,1479585,7610,0,898,8508,12588309180
Temperature! Leanback #3 -- Part 3,https://www.youtube.com/watch?v=qLVXLiLL-Hg,0.002838,0.003287,0.008689,0.499610,0.076387,26.708003,2011-05-04 20:11:54,0.0052,763.0000,0.0057,147199,763,0,78,841,123794359
Welcome to VSAUCE LEANBACK #1,https://www.youtube.com/watch?v=LZTlQf5keWY,0.002903,0.003129,0.004221,0.500243,0.196385,68.763093,2011-04-18 20:41:51,0.0047,1771.0000,0.0057,380081,1771,0,399,2170,824775770
PANTIES For Trees! -- IMG! 17,https://www.youtube.com/watch?v=n4PehVqiyIQ,0.003923,0.003253,0.001314,0.500226,0.663989,233.266758,2010-12-24 20:23:04,0.0051,6702.0000,0.0057,1316187,6702,0,790,7492,9860873004
WEIRDEST Headphone Site! ... and MORE! IMG! #27,https://www.youtube.com/watch?v=8yozX45QCqk,0.003676,0.003139,0.001549,0.500365,0.595780,210.610992,2011-03-08 22:23:38,0.0047,5568.0000,0.0057,1172751,5568,0,1066,6634,7780030134
Cool Experiments -- 1,https://www.youtube.com/watch?v=qaGe2hlOFTc,0.003768,0.003268,0.001472,0.500119,0.588764,209.519072,2011-08-24 19:32:33,0.0052,5896.0000,0.0056,1131287,5896,0,461,6357,7191591459
Vsauce Leanback #4 -- Part 2,https://www.youtube.com/watch?v=ZBHz8pKVg_U,0.002710,0.003158,0.009849,0.499597,0.068606,24.519230,2011-05-13 20:16:26,0.0049,658.0000,0.0056,134915,658,0,96,754,101725910
The Asch Experiment,https://www.youtube.com/watch?v=iRh5qy09nNw,0.003804,0.003154,0.001394,0.500243,0.554411,199.606878,2008-11-24 01:40:04,0.0049,6273.0000,0.0056,1278121,6273,0,826,7099,9073380979
Cool Things To Know - Part 3,https://www.youtube.com/watch?v=PacYaaUvGrw,0.002740,0.003158,0.008329,0.499699,0.083481,30.027863,2011-07-16 21:04:46,0.0049,802.0000,0.0056,163303,802,0,105,907,148115821
16 CLEVER Flash Games!,https://www.youtube.com/watch?v=0cq_SgBd0-c,0.004849,0.003205,0.000796,0.500194,1.156605,416.904018,2011-03-10 23:13:11,0.0051,11776.0000,0.0055,2320610,11776,0,1099,12875,29877853750
SEXY Ninja Turtles! ... LÜT #5,https://www.youtube.com/watch?v=Nuq4ZTpKlBI,0.003908,0.003148,0.001291,0.500229,0.685662,248.429215,2011-02-01 21:56:16,0.0049,6841.0000,0.0055,1392035,6841,0,842,7683,10695004905
Floating Bowling Balls - Cool Science Experiment,https://www.youtube.com/watch?v=Lwc6QklQGFw,0.003302,0.003146,0.002204,0.500163,0.357052,129.552545,2010-05-24 23:09:42,0.0049,3731.0000,0.0055,758698,3731,0,450,4181,3172116338
Temperature! Leanback #3 -- Part 4,https://www.youtube.com/watch?v=gF08-0YXIS8,0.002739,0.003186,0.010069,0.499435,0.063142,22.955611,2011-05-04 20:11:31,0.0051,641.0000,0.0055,126518,641,0,54,695,87930010
Halloween Dry Ice Boo Bubbles,https://www.youtube.com/watch?v=pP_lZaOchE0,0.008051,0.003202,0.000354,0.500162,2.558112,932.340497,2009-10-14 18:05:40,0.0051,29071.0000,0.0055,5667238,29071,0,2027,31098,176239767324
WTF Baby CLOCK ??!! ...and more! LÜT #6,https://www.youtube.com/watch?v=QtDWd8ITR24,0.003938,0.003132,0.001255,0.500196,0.700642,256.725281,2011-02-21 19:31:42,0.0049,7058.0000,0.0055,1433412,7058,0,765,7823,11213582076
NERDY PAJAMAS! --  LÜT #9,https://www.youtube.com/watch?v=F8I-NHXpJu8,0.004497,0.003146,0.000923,0.500181,0.986744,362.448852,2011-04-21 00:25:24,0.0050,9978.0000,0.0054,2002618,9978,0,925,10903,21834544054
Sawdust Cannon,https://www.youtube.com/watch?v=IvPL7KC1DEA,0.003574,0.002981,0.001601,0.500403,0.504517,185.485619,2008-08-15 00:21:54,0.0044,5364.0000,0.0054,1206444,5364,0,1198,6562,7916685528
SURPRISE 1,https://www.youtube.com/watch?v=IMGnVqQx-aw,0.003894,0.003159,0.001289,0.500104,0.710497,262.581959,2012-04-17 16:16:43,0.0051,6854.0000,0.0054,1355601,6854,0,481,7335,9943333335
BRA GUN??? -- Mind Blow #17,https://www.youtube.com/watch?v=kwuwJURHgX4,0.004675,0.002699,0.000974,0.500876,1.302809,482.694384,2011-05-20 19:53:47,0.0035,9386.0000,0.0054,2652614,9386,0,4932,14318,37980127252
BRAIN CANDY 2,https://www.youtube.com/watch?v=G7V-rXIoQfw,0.002775,0.003084,0.005717,0.499828,0.127731,47.828727,2011-10-23 22:00:51,0.0049,1246.0000,0.0053,255374,1246,0,117,1363,348074762
SURPRISE 3,https://www.youtube.com/watch?v=KYe4G9pdN0Y,0.002829,0.003078,0.004745,0.499911,0.164356,61.611804,2012-04-17 16:17:05,0.0049,1547.0000,0.0053,318076,1547,0,149,1696,539456896
Bacon-Flavored CANDY!  ... and more: LÜT #10,https://www.youtube.com/watch?v=XIaHeheCKsM,0.003850,0.003045,0.001303,0.500202,0.684615,257.288673,2011-05-02 22:38:59,0.0048,6766.0000,0.0053,1418514,6766,0,782,7548,10706943672
THE MIND - 5,https://www.youtube.com/watch?v=aHjiTwD0HHg,0.003103,0.003051,0.002646,0.500055,0.314001,119.054085,2012-01-06 22:44:15,0.0048,3029.0000,0.0053,626738,3029,0,276,3305,2071369090
EPIC NOSE PICKING and why Football RULES -- IMG! #20,https://www.youtube.com/watch?v=X8pcznnWbkY,0.003466,0.002917,0.001695,0.500342,0.537619,203.886837,2011-01-19 19:57:14,0.0044,5028.0000,0.0053,1145116,5028,0,1010,6038,6914210408
The Missing Piece,https://www.youtube.com/watch?v=v91nKja2Qw4,0.003839,0.002668,0.001360,0.500741,0.677458,258.492352,2007-06-24 19:15:38,0.0036,6448.0000,0.0052,1789144,6448,0,2929,9377,16776803288
Best PHOTOBOMBS: IMG! episode 12,https://www.youtube.com/watch?v=k9muFAEq_-c,0.003678,0.002887,0.001415,0.500234,0.618773,242.777291,2010-11-11 00:11:38,0.0045,6166.0000,0.0051,1380493,6166,0,870,7036,9713148748
THE MIND - 2,https://www.youtube.com/watch?v=XwpyH8lES-o,0.003480,0.003033,0.001687,0.499970,0.493607,193.793589,2012-01-06 22:45:29,0.0050,5055.0000,0.0051,1020190,5055,0,141,5196,5300907240
THE MIND - 3,https://www.youtube.com/watch?v=XR5YToGtzPU,0.003344,0.003008,0.001901,0.499985,0.436049,171.637790,2012-01-06 22:45:05,0.0049,4413.0000,0.0051,903555,4413,0,177,4590,4147317450
Breast Milk ICE CREAM! LÜT #7,https://www.youtube.com/watch?v=MsGgUHJJOGA,0.003812,0.002781,0.001301,0.500360,0.736019,292.118972,2011-03-10 19:50:18,0.0042,6782.0000,0.0050,1626061,6782,0,1411,8193,13322317773
WORST STROLLER EVER! -- LÜT #12,https://www.youtube.com/watch?v=c4wJp7LZqYc,0.003932,0.002860,0.001192,0.500165,0.751670,302.534138,2011-05-25 19:39:33,0.0045,7483.0000,0.0050,1661046,7483,0,770,8253,13708612638
SURPRISE 2,https://www.youtube.com/watch?v=xvSKPG1q190,0.002720,0.002856,0.004192,0.499954,0.190990,76.945020,2012-04-17 16:16:53,0.0045,1785.0000,0.0050,397235,1785,0,186,1971,782950185
